sale_id,sale_date,region,channel,category,product,customer_segment,units,unit_price,unit_cost
S000686,2024-10-01,North,Partner,Peripherals,Monitor,SMB,4,220.0,150.0
S000687,2024-10-02,East,Partner,Audio,Headphones,Enterprise,3,90.0,48.0
S000688,2024-10-09,South,Retail,Accessories,Cable,SMB,5,12.0,4.0
S000689,2024-10-03,North,Online,Peripherals,Monitor,Consumer,8,220.0,150.0
S000690,2024-10-14,North,Partner,Accessories,Case,SMB,6,18.0,6.0
S000691,2024-10-13,East,Retail,Accessories,Cable,SMB,1,12.0,4.0
S000692,2024-10-21,East,Online,Audio,Headphones,SMB,5,90.0,48.0
S000693,2024-10-28,South,Partner,Audio,Headphones,Enterprise,3,90.0,48.0
S000694,2024-10-12,East,Online,Electronics,Phone,Consumer,4,800.0,560.0
S000695,2024-10-25,West,Partner,Peripherals,Mouse,SMB,7,30.0,14.0
S000696,2024-10-16,North,Partner,Audio,Earbuds,Enterprise,1,130.0,70.0
S000697,2024-10-15,West,Retail,Peripherals,Mouse,Consumer,7,30.0,14.0
S000698,2024-10-29,West,Retail,Electronics,Phone,Consumer,8,800.0,560.0
S000699,2024-10-17,South,Retail,Electronics,Laptop,Enterprise,4,1200.0,850.0
S000700,2024-10-02,East,Retail,Audio,Earbuds,SMB,5,130.0,70.0
S000701,2024-10-04,North,Partner,Electronics,Phone,Consumer,4,800.0,560.0
S000702,2024-10-04,South,Partner,Peripherals,Mouse,SMB,2,30.0,14.0
S000703,2024-10-02,East,Retail,Audio,Earbuds,Consumer,4,130.0,70.0
S000704,2024-10-18,South,Retail,Audio,Speaker,Consumer,7,75.0,40.0
S000705,2024-10-28,East,Retail,Audio,Earbuds,Consumer,3,130.0,70.0
S000706,2024-10-17,East,Partner,Electronics,Laptop,SMB,3,1200.0,850.0
S000707,2024-10-03,East,Partner,Accessories,Cable,SMB,7,12.0,4.0
S000708,2024-10-18,North,Retail,Peripherals,Keyboard,SMB,7,60.0,32.0
S000709,2024-10-08,East,Retail,Peripherals,Keyboard,Consumer,7,60.0,32.0
S000710,2024-10-05,East,Retail,Electronics,Laptop,Enterprise,4,1200.0,850.0
S000711,2024-10-16,East,Retail,Audio,Speaker,Consumer,3,75.0,40.0
S000712,2024-10-15,East,Online,Audio,Speaker,Enterprise,1,75.0,40.0
S000713,2024-10-03,North,Retail,Peripherals,Keyboard,Consumer,6,60.0,32.0
S000714,2024-10-26,South,Partner,Peripherals,Mouse,Consumer,5,30.0,14.0
S000715,2024-10-26,West,Partner,Audio,Headphones,SMB,8,90.0,48.0
S000716,2024-10-07,South,Retail,Accessories,Charger,Enterprise,1,25.0,9.0
S000717,2024-10-04,North,Partner,Electronics,Laptop,SMB,3,1200.0,850.0
S000718,2024-10-06,West,Online,Electronics,Laptop,Enterprise,3,1200.0,850.0
S000719,2024-10-24,South,Partner,Audio,Earbuds,Consumer,5,130.0,70.0
S000720,2024-10-05,North,Retail,Audio,Speaker,Consumer,4,75.0,40.0
S000721,2024-10-07,West,Online,Electronics,Phone,Enterprise,1,800.0,560.0
S000722,2024-10-27,West,Online,Accessories,Case,Consumer,8,18.0,6.0
S000723,2024-10-30,North,Online,Audio,Speaker,SMB,3,75.0,40.0
S000724,2024-10-10,South,Retail,Accessories,Charger,SMB,6,25.0,9.0
S000725,2024-10-11,South,Partner,Peripherals,Monitor,Consumer,4,220.0,150.0
S000726,2024-10-13,West,Online,Electronics,Laptop,Enterprise,6,1200.0,850.0
S000727,2024-10-10,South,Retail,Accessories,Charger,Consumer,2,25.0,9.0
S000728,2024-10-24,East,Partner,Electronics,Tablet,SMB,7,450.0,300.0
S000729,2024-10-04,North,Partner,Electronics,Laptop,Consumer,6,1200.0,850.0
S000730,2024-10-21,East,Retail,Peripherals,Monitor,SMB,2,220.0,150.0
S000731,2024-10-01,South,Retail,Peripherals,Mouse,SMB,2,30.0,14.0
S000732,2024-10-28,South,Online,Accessories,Case,SMB,2,18.0,6.0
S000733,2024-10-09,North,Partner,Accessories,Charger,Enterprise,5,25.0,9.0
S000734,2024-10-04,South,Online,Electronics,Laptop,Enterprise,6,1200.0,850.0
S000735,2024-10-10,East,Retail,Electronics,Laptop,SMB,3,1200.0,850.0
S000736,2024-10-16,East,Online,Accessories,Charger,Consumer,6,25.0,9.0
S000737,2024-10-26,West,Online,Accessories,Case,Enterprise,2,18.0,6.0
S000738,2024-10-18,West,Retail,Electronics,Phone,Consumer,3,800.0,560.0
S000739,2024-10-02,West,Partner,Electronics,Laptop,Enterprise,2,1200.0,850.0
S000740,2024-10-05,North,Retail,Peripherals,Keyboard,Enterprise,6,60.0,32.0
S000741,2024-10-22,East,Online,Audio,Speaker,Enterprise,3,75.0,40.0
S000742,2024-10-31,North,Partner,Electronics,Phone,SMB,6,800.0,560.0
S000743,2024-10-10,North,Online,Electronics,Tablet,Consumer,5,450.0,300.0
S000744,2024-10-04,East,Partner,Electronics,Tablet,Enterprise,8,450.0,300.0
S000745,2024-10-04,South,Online,Accessories,Cable,Enterprise,8,12.0,4.0
S000746,2024-10-18,East,Online,Electronics,Laptop,SMB,5,1200.0,850.0
S000747,2024-10-13,South,Online,Peripherals,Monitor,Enterprise,4,220.0,150.0
S000748,2024-10-28,North,Online,Peripherals,Monitor,Consumer,4,220.0,150.0
S000749,2024-10-31,South,Partner,Electronics,Laptop,Enterprise,8,1200.0,850.0
S000750,2024-10-08,South,Retail,Electronics,Phone,Consumer,3,800.0,560.0
S000751,2024-10-14,East,Partner,Peripherals,Keyboard,Consumer,2,60.0,32.0
S000752,2024-10-03,South,Online,Audio,Earbuds,Enterprise,4,130.0,70.0
S000753,2024-10-25,South,Online,Peripherals,Monitor,Enterprise,1,220.0,150.0
S000754,2024-10-11,South,Partner,Electronics,Phone,Enterprise,1,800.0,560.0
S000755,2024-11-06,North,Retail,Accessories,Case,Enterprise,6,18.0,6.0
S000756,2024-11-30,East,Retail,Electronics,Tablet,SMB,1,450.0,300.0
S000757,2024-11-02,South,Partner,Electronics,Phone,Enterprise,4,800.0,560.0
S000758,2024-11-22,East,Online,Electronics,Tablet,Consumer,3,450.0,300.0
S000759,2024-11-07,North,Online,Accessories,Charger,SMB,6,25.0,9.0
S000760,2024-11-02,North,Partner,Peripherals,Mouse,Enterprise,6,30.0,14.0
S000761,2024-11-03,East,Retail,Accessories,Charger,Consumer,1,25.0,9.0
S000762,2024-11-21,South,Retail,Audio,Speaker,Enterprise,6,75.0,40.0
S000763,2024-11-25,South,Retail,Audio,Speaker,Enterprise,8,75.0,40.0
S000764,2024-11-30,West,Partner,Accessories,Case,Enterprise,1,18.0,6.0
S000765,2024-11-06,East,Partner,Peripherals,Keyboard,Enterprise,7,60.0,32.0
S000766,2024-11-18,North,Retail,Audio,Earbuds,Consumer,2,130.0,70.0
S000767,2024-11-08,South,Retail,Accessories,Charger,Enterprise,8,25.0,9.0
S000768,2024-11-30,West,Partner,Audio,Earbuds,SMB,1,130.0,70.0
S000769,2024-11-26,West,Retail,Audio,Earbuds,Consumer,6,130.0,70.0
S000770,2024-11-08,West,Retail,Audio,Earbuds,Consumer,6,130.0,70.0
S000771,2024-11-10,North,Retail,Peripherals,Mouse,SMB,1,30.0,14.0
S000772,2024-11-14,West,Online,Audio,Headphones,SMB,5,90.0,48.0
S000773,2024-11-18,East,Retail,Accessories,Charger,SMB,2,25.0,9.0
S000774,2024-11-20,East,Online,Electronics,Laptop,SMB,5,1200.0,850.0
S000775,2024-11-06,West,Partner,Audio,Speaker,Enterprise,8,75.0,40.0
S000776,2024-11-26,South,Partner,Accessories,Charger,Enterprise,2,25.0,9.0
S000777,2024-11-02,West,Retail,Peripherals,Keyboard,SMB,3,60.0,32.0
S000778,2024-11-05,South,Retail,Accessories,Cable,Enterprise,3,12.0,4.0
S000779,2024-11-29,West,Retail,Peripherals,Keyboard,Enterprise,5,60.0,32.0
S000780,2024-11-26,South,Retail,Audio,Headphones,Enterprise,4,90.0,48.0
S000781,2024-11-01,North,Online,Electronics,Laptop,SMB,3,1200.0,850.0
S000782,2024-11-19,East,Partner,Audio,Earbuds,Consumer,5,130.0,70.0
S000783,2024-11-18,South,Retail,Audio,Speaker,Enterprise,7,75.0,40.0
S000784,2024-11-14,West,Retail,Electronics,Phone,SMB,6,800.0,560.0
S000785,2024-11-12,North,Partner,Accessories,Case,SMB,7,18.0,6.0
S000786,2024-11-16,North,Partner,Accessories,Cable,Consumer,1,12.0,4.0
S000787,2024-11-18,East,Partner,Peripherals,Keyboard,Consumer,8,60.0,32.0
S000788,2024-11-24,North,Retail,Audio,Headphones,SMB,8,90.0,48.0
S000789,2024-11-05,South,Online,Electronics,Laptop,Enterprise,5,1200.0,850.0
S000790,2024-11-30,West,Online,Audio,Headphones,Enterprise,1,90.0,48.0
S000791,2024-11-19,South,Retail,Audio,Earbuds,Enterprise,5,130.0,70.0
S000792,2024-11-01,North,Partner,Peripherals,Keyboard,Enterprise,7,60.0,32.0
S000793,2024-11-13,East,Retail,Peripherals,Mouse,Consumer,6,30.0,14.0
S000794,2024-11-27,North,Partner,Audio,Headphones,SMB,8,90.0,48.0
S000795,2024-11-29,North,Online,Electronics,Tablet,SMB,4,450.0,300.0
S000796,2024-11-24,East,Online,Peripherals,Monitor,Enterprise,3,220.0,150.0
S000797,2024-11-10,South,Retail,Peripherals,Keyboard,SMB,6,60.0,32.0
S000798,2024-11-29,East,Retail,Peripherals,Mouse,SMB,4,30.0,14.0
S000799,2024-11-04,East,Retail,Audio,Earbuds,SMB,5,130.0,70.0
S000800,2024-11-13,North,Online,Peripherals,Mouse,Enterprise,5,30.0,14.0
S000801,2024-11-15,South,Retail,Peripherals,Monitor,Consumer,7,220.0,150.0
S000802,2024-11-05,West,Online,Accessories,Case,SMB,8,18.0,6.0
S000803,2024-11-13,East,Partner,Accessories,Cable,Consumer,7,12.0,4.0
S000804,2024-11-09,North,Partner,Peripherals,Mouse,Enterprise,1,30.0,14.0
S000805,2024-11-19,East,Retail,Accessories,Case,Consumer,6,18.0,6.0
S000806,2024-11-29,West,Partner,Electronics,Phone,Consumer,2,800.0,560.0
S000807,2024-11-30,South,Partner,Accessories,Case,Enterprise,3,18.0,6.0
S000808,2024-11-24,West,Retail,Audio,Speaker,Enterprise,2,75.0,40.0
S000809,2024-11-27,West,Retail,Accessories,Cable,SMB,7,12.0,4.0
S000810,2024-11-12,West,Partner,Electronics,Tablet,SMB,3,450.0,300.0
S000811,2024-11-05,North,Retail,Accessories,Charger,Consumer,6,25.0,9.0
S000812,2024-11-17,West,Retail,Electronics,Laptop,Consumer,4,1200.0,850.0
S000813,2024-11-19,South,Online,Audio,Speaker,Consumer,5,75.0,40.0
S000814,2024-11-22,East,Online,Accessories,Charger,Enterprise,2,25.0,9.0
S000815,2024-11-27,East,Online,Audio,Earbuds,Enterprise,7,130.0,70.0
S000816,2024-11-23,East,Partner,Audio,Speaker,Consumer,7,75.0,40.0
S000817,2024-11-25,South,Online,Audio,Headphones,SMB,5,90.0,48.0
S000818,2024-11-04,East,Online,Accessories,Cable,Enterprise,2,12.0,4.0
S000819,2024-11-17,East,Online,Electronics,Phone,Consumer,2,800.0,560.0
S000820,2024-11-15,West,Retail,Audio,Earbuds,Enterprise,3,130.0,70.0
S000821,2024-11-02,North,Partner,Peripherals,Mouse,SMB,1,30.0,14.0
S000822,2024-11-04,East,Partner,Peripherals,Mouse,SMB,4,30.0,14.0
S000823,2024-11-11,South,Partner,Peripherals,Monitor,Consumer,4,220.0,150.0
S000824,2024-11-10,South,Online,Audio,Headphones,Consumer,1,90.0,48.0
S000825,2024-11-26,West,Retail,Peripherals,Monitor,Consumer,5,220.0,150.0
S000826,2024-11-21,North,Retail,Accessories,Case,SMB,2,18.0,6.0
S000827,2024-11-17,South,Partner,Audio,Headphones,Consumer,7,90.0,48.0
S000828,2024-11-26,East,Online,Accessories,Cable,Enterprise,6,12.0,4.0
S000829,2024-11-16,West,Retail,Audio,Headphones,Enterprise,3,90.0,48.0
S000830,2024-11-29,South,Retail,Audio,Speaker,Enterprise,8,75.0,40.0
S000831,2024-11-07,South,Retail,Electronics,Phone,Consumer,7,800.0,560.0
S000832,2024-11-03,West,Online,Audio,Speaker,Enterprise,1,75.0,40.0
S000833,2024-11-24,South,Partner,Accessories,Charger,Enterprise,5,25.0,9.0
S000834,2024-11-27,North,Online,Accessories,Case,SMB,1,18.0,6.0
S000835,2024-11-07,East,Partner,Peripherals,Keyboard,SMB,1,60.0,32.0
S000836,2024-11-21,East,Retail,Electronics,Tablet,Consumer,6,450.0,300.0
S000837,2024-11-02,East,Retail,Audio,Speaker,Consumer,3,75.0,40.0
S000838,2024-11-26,North,Retail,Audio,Speaker,Consumer,8,75.0,40.0
S000839,2024-11-28,West,Retail,Electronics,Tablet,Consumer,6,450.0,300.0
S000840,2024-11-30,West,Online,Accessories,Cable,Consumer,6,12.0,4.0
S000841,2024-11-17,West,Online,Audio,Headphones,SMB,5,90.0,48.0
S000842,2024-11-09,South,Partner,Audio,Earbuds,SMB,1,130.0,70.0
S000843,2024-11-27,West,Online,Peripherals,Monitor,SMB,7,220.0,150.0
S000844,2024-11-05,North,Online,Electronics,Tablet,Enterprise,1,450.0,300.0
S000845,2024-11-19,North,Online,Peripherals,Monitor,Consumer,7,220.0,150.0
S000846,2024-11-15,North,Retail,Electronics,Laptop,SMB,4,1200.0,850.0
S000847,2024-11-20,West,Partner,Peripherals,Monitor,Consumer,8,220.0,150.0
S000848,2024-11-01,East,Retail,Accessories,Charger,Consumer,4,25.0,9.0
S000849,2024-11-04,South,Retail,Audio,Headphones,SMB,3,90.0,48.0
S000850,2024-11-19,North,Partner,Audio,Headphones,Enterprise,8,90.0,48.0
S000851,2024-11-24,South,Retail,Electronics,Laptop,Enterprise,8,1200.0,850.0
S000852,2024-11-22,West,Partner,Audio,Speaker,SMB,4,75.0,40.0
S000853,2024-11-20,West,Partner,Electronics,Tablet,SMB,2,450.0,300.0
S000854,2024-11-03,South,Online,Audio,Speaker,SMB,4,75.0,40.0
S000855,2024-11-19,North,Online,Audio,Speaker,Consumer,4,75.0,40.0
S000856,2024-11-30,North,Retail,Accessories,Charger,Consumer,1,25.0,9.0
S000857,2024-11-13,North,Partner,Accessories,Charger,Enterprise,4,25.0,9.0
S000858,2024-11-19,North,Online,Peripherals,Keyboard,SMB,5,60.0,32.0
S000859,2024-11-01,North,Online,Peripherals,Mouse,Consumer,2,30.0,14.0
S000860,2024-11-26,East,Online,Peripherals,Monitor,Enterprise,3,220.0,150.0
S000861,2024-11-26,North,Online,Peripherals,Keyboard,Enterprise,1,60.0,32.0
S000862,2024-11-21,North,Partner,Electronics,Phone,Enterprise,2,800.0,560.0
S000863,2024-12-20,West,Partner,Accessories,Case,Consumer,8,18.0,6.0
S000864,2024-12-18,North,Online,Audio,Speaker,Enterprise,4,75.0,40.0
S000865,2024-12-26,North,Partner,Peripherals,Mouse,Enterprise,4,30.0,14.0
S000866,2024-12-24,North,Partner,Accessories,Charger,Consumer,7,25.0,9.0
S000867,2024-12-18,North,Online,Peripherals,Monitor,Enterprise,6,220.0,150.0
S000868,2024-12-08,East,Retail,Electronics,Phone,SMB,2,800.0,560.0
S000869,2024-12-10,West,Partner,Accessories,Case,Enterprise,3,18.0,6.0
S000870,2024-12-11,North,Online,Accessories,Charger,Consumer,1,25.0,9.0
S000871,2024-12-04,West,Retail,Audio,Earbuds,SMB,4,130.0,70.0
S000872,2024-12-30,North,Online,Audio,Headphones,Consumer,4,90.0,48.0
S000873,2024-12-23,South,Retail,Audio,Speaker,Consumer,1,75.0,40.0
S000874,2024-12-06,West,Retail,Audio,Headphones,Enterprise,5,90.0,48.0
S000875,2024-12-05,East,Online,Accessories,Case,SMB,5,18.0,6.0
S000876,2024-12-13,West,Online,Electronics,Phone,Enterprise,3,800.0,560.0
S000877,2024-12-21,East,Online,Peripherals,Mouse,Consumer,6,30.0,14.0
S000878,2024-12-14,East,Online,Peripherals,Monitor,Enterprise,1,220.0,150.0
S000879,2024-12-29,North,Online,Accessories,Cable,SMB,6,12.0,4.0
S000880,2024-12-26,North,Online,Electronics,Phone,SMB,3,800.0,560.0
S000881,2024-12-14,East,Online,Audio,Earbuds,Enterprise,6,130.0,70.0
S000882,2024-12-04,South,Partner,Peripherals,Mouse,Consumer,3,30.0,14.0
S000883,2024-12-21,West,Partner,Audio,Earbuds,Enterprise,4,130.0,70.0
S000884,2024-12-25,South,Online,Audio,Earbuds,SMB,2,130.0,70.0
S000885,2024-12-25,West,Partner,Electronics,Laptop,Consumer,5,1200.0,850.0
S000886,2024-12-31,South,Partner,Electronics,Tablet,Enterprise,8,450.0,300.0
S000887,2024-12-10,East,Retail,Peripherals,Keyboard,Consumer,4,60.0,32.0
S000888,2024-12-03,East,Partner,Audio,Speaker,Enterprise,4,75.0,40.0
S000889,2024-12-21,North,Partner,Audio,Speaker,Consumer,3,75.0,40.0
S000890,2024-12-23,North,Online,Peripherals,Keyboard,Enterprise,5,60.0,32.0
S000891,2024-12-03,North,Retail,Peripherals,Monitor,Consumer,1,220.0,150.0
S000892,2024-12-05,West,Partner,Peripherals,Monitor,Enterprise,2,220.0,150.0
S000893,2024-12-23,South,Online,Accessories,Case,SMB,8,18.0,6.0
S000894,2024-12-10,South,Retail,Peripherals,Keyboard,Enterprise,7,60.0,32.0
S000895,2024-12-29,East,Retail,Electronics,Phone,Consumer,8,800.0,560.0
S000896,2024-12-01,North,Online,Peripherals,Keyboard,SMB,4,60.0,32.0
S000897,2024-12-22,North,Online,Accessories,Cable,Consumer,5,12.0,4.0
S000898,2024-12-29,East,Partner,Electronics,Phone,SMB,3,800.0,560.0
S000899,2024-12-06,West,Online,Electronics,Laptop,Consumer,3,1200.0,850.0
S000900,2024-12-13,South,Online,Accessories,Case,Consumer,2,18.0,6.0
S000901,2024-12-10,South,Retail,Electronics,Laptop,SMB,5,1200.0,850.0
S000902,2024-12-18,South,Retail,Audio,Speaker,Enterprise,3,75.0,40.0
S000903,2024-12-09,South,Partner,Accessories,Cable,Enterprise,6,12.0,4.0
S000904,2024-12-04,East,Retail,Accessories,Charger,Consumer,3,25.0,9.0
S000905,2024-12-08,South,Retail,Audio,Earbuds,SMB,4,130.0,70.0
S000906,2024-12-08,East,Online,Audio,Earbuds,Consumer,8,130.0,70.0
S000907,2024-12-04,East,Online,Audio,Earbuds,SMB,7,130.0,70.0
S000908,2024-12-01,West,Online,Peripherals,Mouse,Consumer,8,30.0,14.0
S000909,2024-12-15,North,Retail,Peripherals,Monitor,Consumer,8,220.0,150.0
S000910,2024-12-16,South,Retail,Peripherals,Mouse,SMB,3,30.0,14.0
S000911,2024-12-02,North,Retail,Electronics,Phone,SMB,4,800.0,560.0
S000912,2024-12-15,East,Partner,Peripherals,Mouse,Consumer,4,30.0,14.0
S000913,2024-12-03,West,Partner,Peripherals,Monitor,Consumer,4,220.0,150.0
S000914,2024-12-19,North,Online,Audio,Headphones,SMB,7,90.0,48.0
S000915,2024-12-17,South,Partner,Electronics,Laptop,SMB,4,1200.0,850.0
S000916,2024-12-07,West,Retail,Electronics,Phone,SMB,2,800.0,560.0
S000917,2024-12-30,North,Retail,Peripherals,Mouse,Enterprise,3,30.0,14.0
S000918,2024-12-11,East,Partner,Electronics,Phone,SMB,4,800.0,560.0
S000919,2024-12-03,West,Retail,Electronics,Phone,Consumer,8,800.0,560.0
S000920,2024-12-17,West,Partner,Electronics,Laptop,Enterprise,1,1200.0,850.0
S000921,2024-12-02,West,Partner,Peripherals,Monitor,Enterprise,4,220.0,150.0
S000922,2024-12-05,South,Retail,Audio,Earbuds,SMB,6,130.0,70.0
S000923,2024-12-24,South,Partner,Electronics,Laptop,Consumer,6,1200.0,850.0
S000924,2024-12-01,North,Retail,Audio,Headphones,Consumer,8,90.0,48.0
S000925,2024-12-28,West,Online,Electronics,Laptop,Consumer,5,1200.0,850.0
S000926,2024-12-10,South,Online,Audio,Speaker,SMB,6,75.0,40.0
S000927,2024-12-01,North,Retail,Audio,Earbuds,SMB,3,130.0,70.0
S000928,2024-12-08,East,Partner,Electronics,Phone,Enterprise,8,800.0,560.0
S000929,2024-12-16,South,Online,Audio,Earbuds,SMB,4,130.0,70.0
S000930,2024-12-07,East,Online,Accessories,Case,SMB,8,18.0,6.0
S000931,2024-12-02,East,Retail,Peripherals,Keyboard,Enterprise,3,60.0,32.0
S000932,2024-12-23,South,Online,Electronics,Laptop,Consumer,6,1200.0,850.0
S000933,2024-12-05,West,Retail,Audio,Headphones,Enterprise,5,90.0,48.0
S000934,2024-12-18,South,Retail,Audio,Speaker,Consumer,7,75.0,40.0
S000935,2024-12-18,West,Online,Electronics,Phone,Consumer,5,800.0,560.0
S000936,2024-12-17,North,Online,Electronics,Tablet,Consumer,6,450.0,300.0
S000937,2024-12-14,West,Retail,Electronics,Tablet,SMB,2,450.0,300.0
S000938,2024-12-29,South,Partner,Audio,Headphones,SMB,4,90.0,48.0
S000939,2024-12-31,North,Online,Audio,Speaker,SMB,7,75.0,40.0
S000940,2024-12-30,East,Online,Electronics,Phone,SMB,1,800.0,560.0
S000941,2024-12-25,West,Online,Electronics,Tablet,Enterprise,3,450.0,300.0
S000942,2024-12-13,West,Online,Accessories,Case,SMB,2,18.0,6.0
S000943,2024-12-22,South,Retail,Peripherals,Monitor,Consumer,6,220.0,150.0
S000944,2024-12-19,South,Partner,Accessories,Case,SMB,7,18.0,6.0
S000945,2024-12-21,East,Partner,Accessories,Charger,SMB,7,25.0,9.0
S000946,2024-12-22,West,Online,Electronics,Phone,Enterprise,1,800.0,560.0
S000947,2024-12-11,West,Retail,Electronics,Laptop,Enterprise,8,1200.0,850.0
S000948,2024-12-25,West,Retail,Audio,Speaker,Consumer,3,75.0,40.0
S000949,2024-12-14,West,Retail,Electronics,Phone,Consumer,4,800.0,560.0
S000950,2024-12-29,East,Partner,Audio,Speaker,Enterprise,4,75.0,40.0
S000951,2024-12-12,East,Online,Peripherals,Keyboard,Consumer,8,60.0,32.0
S000952,2024-12-21,North,Online,Accessories,Charger,Enterprise,5,25.0,9.0
S000953,2024-12-05,North,Retail,Peripherals,Keyboard,Enterprise,7,60.0,32.0
S000954,2024-12-15,East,Partner,Accessories,Cable,SMB,6,12.0,4.0
S000955,2024-12-11,North,Partner,Electronics,Tablet,Enterprise,8,450.0,300.0
S000956,2024-12-25,East,Online,Electronics,Tablet,Enterprise,7,450.0,300.0
S000957,2024-12-25,South,Partner,Accessories,Case,Enterprise,4,18.0,6.0
S000958,2024-12-31,East,Partner,Accessories,Charger,SMB,6,25.0,9.0
S000959,2024-12-06,North,Online,Electronics,Phone,Consumer,8,800.0,560.0
S000960,2024-12-20,East,Online,Peripherals,Monitor,Consumer,7,220.0,150.0
S000961,2024-12-26,North,Partner,Electronics,Laptop,Consumer,3,1200.0,850.0
S000962,2024-12-01,South,Retail,Electronics,Tablet,Enterprise,4,450.0,300.0
S000963,2024-12-26,North,Online,Accessories,Charger,Consumer,1,25.0,9.0
S000964,2024-12-30,South,Retail,Electronics,Phone,SMB,4,800.0,560.0
S000965,2024-12-03,East,Retail,Peripherals,Monitor,SMB,6,220.0,150.0
S000966,2024-12-24,East,Online,Peripherals,Mouse,Consumer,5,30.0,14.0
S000967,2024-12-09,North,Online,Electronics,Tablet,Enterprise,5,450.0,300.0
S000968,2024-12-02,South,Partner,Audio,Speaker,SMB,5,75.0,40.0
S000969,2024-12-11,South,Online,Peripherals,Monitor,Enterprise,8,220.0,150.0
S000970,2024-12-30,South,Partner,Peripherals,Monitor,SMB,1,220.0,150.0
S000971,2024-12-13,South,Retail,Accessories,Case,Consumer,1,18.0,6.0
S000972,2025-01-26,North,Partner,Peripherals,Mouse,Consumer,2,30.0,14.0
S000973,2025-01-07,West,Online,Audio,Speaker,Enterprise,8,75.0,40.0
S000974,2025-01-03,West,Online,Audio,Earbuds,Consumer,8,130.0,70.0
S000975,2025-01-07,North,Partner,Audio,Headphones,SMB,4,90.0,48.0
S000976,2025-01-08,East,Partner,Accessories,Case,Consumer,7,18.0,6.0
S000977,2025-01-01,South,Partner,Accessories,Charger,SMB,1,25.0,9.0
S000978,2025-01-07,South,Online,Audio,Earbuds,Consumer,8,130.0,70.0
S000979,2025-01-10,South,Online,Audio,Earbuds,Consumer,5,130.0,70.0
S000980,2025-01-08,East,Retail,Peripherals,Mouse,SMB,6,30.0,14.0
S000981,2025-01-17,North,Partner,Audio,Speaker,SMB,5,75.0,40.0
S000982,2025-01-03,East,Partner,Accessories,Case,Consumer,1,18.0,6.0
S000983,2025-01-05,West,Online,Electronics,Tablet,Consumer,4,450.0,300.0
S000984,2025-01-11,West,Partner,Electronics,Phone,SMB,6,800.0,560.0
S000985,2025-01-25,North,Partner,Electronics,Phone,SMB,2,800.0,560.0
S000986,2025-01-14,East,Partner,Peripherals,Mouse,Enterprise,2,30.0,14.0
S000987,2025-01-08,West,Partner,Peripherals,Mouse,SMB,6,30.0,14.0
S000988,2025-01-25,West,Partner,Audio,Speaker,SMB,6,75.0,40.0
S000989,2025-01-20,West,Online,Electronics,Laptop,Enterprise,2,1200.0,850.0
S000990,2025-01-30,North,Partner,Accessories,Case,Consumer,3,18.0,6.0
S000991,2025-01-03,East,Partner,Peripherals,Mouse,Consumer,1,30.0,14.0
S000992,2025-01-28,West,Partner,Audio,Earbuds,Consumer,6,130.0,70.0
S000993,2025-01-05,North,Online,Peripherals,Keyboard,SMB,2,60.0,32.0
S000994,2025-01-30,North,Partner,Audio,Earbuds,Consumer,3,130.0,70.0
S000995,2025-01-11,South,Online,Electronics,Tablet,Consumer,7,450.0,300.0
S000996,2025-01-13,East,Online,Peripherals,Keyboard,Consumer,6,60.0,32.0
S000997,2025-01-15,North,Retail,Peripherals,Monitor,Enterprise,2,220.0,150.0
S000998,2025-01-31,West,Online,Audio,Speaker,Consumer,7,75.0,40.0
S000999,2025-01-20,West,Partner,Accessories,Case,Consumer,8,18.0,6.0
S001000,2025-01-24,West,Online,Electronics,Tablet,Enterprise,4,450.0,300.0
S001001,2025-01-11,East,Partner,Accessories,Charger,SMB,1,25.0,9.0
S001002,2025-01-27,East,Retail,Audio,Speaker,Consumer,3,75.0,40.0
S001003,2025-01-24,South,Partner,Audio,Speaker,SMB,6,75.0,40.0
S001004,2025-01-02,East,Online,Electronics,Laptop,SMB,4,1200.0,850.0
S001005,2025-01-20,East,Online,Electronics,Laptop,SMB,1,1200.0,850.0
S001006,2025-01-27,East,Retail,Accessories,Case,Enterprise,6,18.0,6.0
S001007,2025-01-12,East,Online,Peripherals,Keyboard,Consumer,7,60.0,32.0
S001008,2025-01-01,South,Partner,Audio,Earbuds,Consumer,7,130.0,70.0
S001009,2025-01-29,South,Retail,Audio,Speaker,SMB,3,75.0,40.0
S001010,2025-01-17,West,Retail,Audio,Earbuds,SMB,6,130.0,70.0
S001011,2025-01-05,North,Retail,Accessories,Charger,Consumer,6,25.0,9.0
S001012,2025-01-28,North,Partner,Accessories,Cable,SMB,3,12.0,4.0
S001013,2025-01-31,West,Partner,Accessories,Cable,Consumer,8,12.0,4.0
S001014,2025-01-24,South,Online,Accessories,Cable,Consumer,6,12.0,4.0
S001015,2025-01-04,North,Online,Accessories,Cable,SMB,1,12.0,4.0
S001016,2025-01-03,West,Partner,Audio,Headphones,Consumer,2,90.0,48.0
S001017,2025-01-07,East,Retail,Peripherals,Mouse,SMB,7,30.0,14.0
S001018,2025-01-10,East,Retail,Audio,Earbuds,Enterprise,8,130.0,70.0
S001019,2025-01-27,North,Partner,Accessories,Case,Enterprise,6,18.0,6.0
S001020,2025-01-27,West,Retail,Peripherals,Monitor,SMB,2,220.0,150.0
S001021,2025-01-01,South,Online,Audio,Earbuds,SMB,4,130.0,70.0
